hotel,is_canceled,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,is_repeated_customer,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,required_car_parking_spaces,totalno_of_special_requests,booking_year,booking_month,booking_day,booking_day_of_week,arrival_year,arrival_month,arrival_day,arrival_day_of_week
0,1,1,3,2,0,3,29,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,1,1,2019,3,10,6
0,0,1,3,2,0,3,42,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,31,0,2019,3,10,6
0,1,1,3,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,15,4,2019,3,10,6
0,1,2,3,2,0,3,34,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,30,2,2019,3,10,6
0,0,2,3,2,0,2,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,2,2,2019,3,10,6
0,1,2,4,2,0,2,140,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,23,5,2019,3,10,6
0,1,2,5,2,0,2,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,2,2019,2,11,0,2019,3,10,6
0,1,0,1,2,0,2,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,31,3,2019,3,11,0
0,0,0,2,2,0,3,15,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,5,5,2019,3,11,0
0,1,0,2,2,0,2,31,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,31,3,2019,3,11,0
0,1,0,2,2,0,2,15,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,2,22,4,2019,3,11,0
0,1,0,2,2,0,2,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,25,4,2019,3,11,0
0,1,0,2,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,5,1,2019,3,11,0
0,1,1,2,2,0,2,6,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,19,5,2019,3,11,0
0,0,1,2,2,0,2,59,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2019,1,6,6,2019,3,11,0
0,1,1,2,2,0,2,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,22,4,2019,3,11,0
0,0,1,2,2,0,3,123,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,27,3,2019,3,11,0
0,1,1,2,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,2,15,4,2019,3,11,0
0,0,1,2,2,0,2,59,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2018,12,14,4,2019,3,11,0
0,1,1,2,2,0,2,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,13,6,2019,3,11,0
0,1,1,2,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,2,5,1,2019,3,11,0
0,0,1,2,2,0,2,123,6,3,0,0,0,0,0,0,0,11.0,0,2,0,0,2019,1,1,1,2019,3,11,0
0,1,1,2,2,0,3,15,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,6,2,2019,3,11,0
0,1,1,2,2,0,3,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,13,6,2019,3,11,0
0,1,2,2,2,0,2,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,30,2,2019,3,11,0
0,1,2,2,2,0,2,162,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,20,6,2019,3,11,0
0,1,2,2,2,0,3,123,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,2,1,4,2019,3,11,0
0,1,2,2,2,0,3,135,6,3,0,0,0,0,0,0,0,7.0,0,2,0,0,2019,1,19,5,2019,3,11,0
0,1,2,2,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,6,6,2019,3,11,0
0,1,1,1,2,0,2,25,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,26,5,2019,3,12,1
0,1,1,1,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,5,2,2019,3,12,1
0,1,1,1,2,0,2,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,11,0,2019,3,12,1
0,0,2,1,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,19,2,2019,3,12,1
0,1,2,1,2,0,3,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,1,1,2019,3,12,1
0,1,2,1,2,0,3,15,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,25,0,2019,3,12,1
0,1,2,1,2,0,2,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,1,1,2019,3,12,1
0,1,2,2,2,0,2,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,7,0,2019,3,12,1
0,1,2,3,2,0,3,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,27,6,2019,3,12,1
0,0,2,3,2,0,2,154,6,3,0,0,0,0,0,0,0,11.0,0,2,0,0,2018,12,31,0,2019,3,12,1
0,0,2,5,2,0,3,56,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2018,12,23,6,2019,3,12,1
0,0,2,5,2,0,3,43,5,3,0,0,0,0,0,0,0,159.0,0,2,0,0,2018,12,18,1,2019,3,12,1
0,1,1,0,2,0,2,25,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,3,6,2019,3,13,2
0,1,1,0,2,0,2,25,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,3,6,2019,3,13,2
0,0,2,0,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,5,5,2019,3,13,2
0,0,2,2,2,0,2,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,4,4,2019,3,13,2
0,1,2,2,2,0,3,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,28,0,2019,3,13,2
0,0,2,2,2,0,2,59,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2019,1,5,5,2019,3,13,2
0,1,2,2,2,0,2,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,26,5,2019,3,13,2
0,1,2,2,2,0,2,162,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,8,4,2019,3,13,2
0,1,2,3,2,0,3,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,1,1,2019,3,13,2
0,1,2,3,2,0,2,135,6,3,0,0,0,0,0,0,0,7.0,0,2,0,0,2019,2,26,1,2019,3,13,2
0,1,2,5,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,6,6,2019,3,13,2
0,1,1,1,2,0,3,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,30,2,2019,3,14,3
0,1,1,2,2,0,2,169,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,7,3,2019,3,14,3
0,0,1,4,2,0,3,56,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2019,1,2,2,2019,3,14,3
0,1,0,1,2,0,2,1,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,6,6,2019,3,15,4
0,0,0,2,2,0,2,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,30,6,2019,3,15,4
0,1,0,3,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,4,1,2019,3,15,4
0,1,0,4,2,0,3,15,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,6,3,2019,3,15,4
0,0,0,4,2,0,2,100,5,3,0,0,0,0,0,0,0,159.0,0,2,0,0,2018,12,12,2,2019,3,15,4
0,1,0,4,2,0,3,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,25,1,2019,3,15,4
0,1,0,4,2,0,3,15,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,6,3,2019,3,15,4
0,1,0,4,2,0,2,161,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,18,4,2019,3,15,4
0,1,0,1,2,0,2,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,27,2,2019,3,16,5
0,1,0,1,2,0,2,140,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,3,3,2019,3,16,5
0,0,0,3,2,0,3,169,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,3,3,2019,3,16,5
0,1,0,3,2,0,2,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,9,2,2019,3,16,5
0,1,0,3,2,0,3,135,4,3,0,0,0,0,0,0,0,29.0,0,2,0,1,2019,3,7,3,2019,3,16,5
0,1,0,4,2,0,3,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,21,0,2019,3,16,5
0,0,0,4,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,8,5,2019,3,16,5
0,0,0,4,2,0,3,56,6,3,0,0,0,0,0,0,0,11.0,0,2,0,0,2018,12,6,3,2019,3,16,5
0,0,0,4,2,0,2,76,6,3,0,0,0,0,0,0,0,9.0,0,2,0,2,2019,1,5,5,2019,3,16,5
0,1,0,4,2,0,3,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,3,3,2019,3,16,5
0,1,1,4,2,0,3,46,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,2,2,2019,3,16,5
0,1,1,4,2,0,3,135,5,3,0,0,0,0,0,0,0,118.0,0,2,0,0,2019,1,20,6,2019,3,16,5
0,0,1,4,2,0,2,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,29,5,2019,3,16,5
0,1,0,1,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,27,6,2019,3,17,6
0,0,0,1,2,0,2,25,6,3,0,0,0,0,0,0,0,8.0,0,2,0,1,2019,1,3,3,2019,3,17,6
0,1,0,1,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,29,1,2019,3,17,6
0,0,0,2,2,0,2,92,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,8,5,2019,3,17,6
0,1,0,2,2,0,2,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,24,6,2019,3,17,6
0,1,0,2,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,1,1,2019,3,17,6
0,1,0,3,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,3,3,2019,3,17,6
0,1,0,3,2,0,3,25,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,27,2,2019,3,17,6
0,1,0,3,2,0,3,135,5,3,0,0,0,0,0,0,0,85.0,0,2,0,0,2019,2,28,3,2019,3,17,6
0,1,1,3,2,0,3,25,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,22,1,2019,3,17,6
0,1,1,3,2,0,3,25,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,22,1,2019,3,17,6
0,0,1,3,2,0,3,123,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,7,4,2019,3,17,6
0,1,1,3,2,0,2,154,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,15,1,2019,3,17,6
0,1,0,3,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,7,3,2019,3,17,6
0,1,1,3,2,0,2,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,28,3,2019,3,17,6
0,1,1,3,2,0,3,25,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,22,1,2019,3,17,6
0,1,1,3,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2019,1,1,1,2019,3,17,6
0,0,1,3,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,27,3,2019,3,17,6
0,1,1,3,2,0,3,25,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,22,1,2019,3,17,6
0,1,1,3,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2019,1,1,1,2019,3,17,6
0,0,2,3,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,14,4,2019,3,17,6
0,0,2,3,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,9,6,2019,3,17,6
0,0,2,3,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,12,2,2019,3,17,6
0,1,0,1,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,21,3,2019,3,18,0
0,0,0,2,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,4,4,2019,3,18,0
0,0,0,2,2,0,2,76,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,1,1,2019,3,18,0
0,1,0,1,2,0,2,29,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,18,0,2019,3,18,0
0,1,0,2,2,0,2,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,2,28,3,2019,3,18,0
0,1,0,2,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,12,5,2019,3,18,0
0,1,0,2,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,2,5,2019,3,18,0
0,0,0,2,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,7,4,2019,3,18,0
0,1,0,2,2,0,3,80,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,2,5,2019,3,18,0
0,1,0,2,2,0,3,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,8,4,2019,3,18,0
0,1,1,2,2,0,2,133,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,23,2,2019,3,18,0
0,0,1,2,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,5,2,2019,3,18,0
0,0,1,2,2,0,3,11,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2018,8,31,4,2019,3,18,0
0,0,1,2,2,0,3,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,18,1,2019,3,18,0
0,1,1,2,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,7,4,2019,3,18,0
0,1,1,2,2,0,2,133,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,23,2,2019,3,18,0
0,1,1,2,2,0,2,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,28,3,2019,3,18,0
0,0,2,2,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,1,1,2019,3,18,0
0,0,2,2,2,0,2,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,1,1,2019,3,18,0
0,1,2,3,2,0,2,123,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,5,5,2019,3,18,0
0,1,2,4,2,0,3,135,5,3,0,0,0,0,0,0,0,138.0,0,2,0,0,2019,1,31,3,2019,3,18,0
0,1,2,5,2,0,3,12,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,25,1,2019,3,18,0
0,1,1,1,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,1,4,2019,3,19,1
0,1,1,1,2,0,3,25,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,16,2,2019,3,19,1
0,1,1,1,2,0,3,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,3,19,1,2019,3,19,1
0,1,2,1,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,1,4,2019,3,19,1
0,1,2,1,2,0,2,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,11,4,2019,3,19,1
0,1,2,2,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,15,5,2019,3,19,1
0,1,2,4,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,22,1,2019,3,19,1
0,1,2,1,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,23,6,2019,3,20,2
0,1,2,2,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,6,2,2019,3,20,2
0,1,2,2,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,6,2,2019,3,20,2
0,0,2,2,2,0,3,6,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2018,12,23,6,2019,3,20,2
0,0,2,2,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,5,5,2019,3,20,2
0,0,2,3,2,0,2,76,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2018,12,20,3,2019,3,20,2
0,0,2,3,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,22,5,2019,3,20,2
0,0,2,4,2,0,3,54,6,3,0,0,0,0,0,0,0,11.0,0,2,0,0,2018,12,27,3,2019,3,20,2
0,1,1,0,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,21,3,2019,3,21,3
0,1,1,1,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,27,2,2019,3,21,3
0,1,1,1,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,27,2,2019,3,21,3
0,1,1,2,2,0,3,135,5,3,0,0,0,0,0,0,0,22.0,0,2,0,0,2019,2,7,3,2019,3,21,3
0,1,1,2,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,1,1,2019,3,21,3
0,1,1,2,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,23,2,2019,3,21,3
0,1,1,3,2,0,2,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,22,1,2019,3,21,3
0,0,1,3,2,0,2,12,6,3,0,0,0,0,0,0,0,10.0,0,2,0,0,2018,12,20,3,2019,3,21,3
0,0,1,5,2,0,2,25,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,4,4,2019,3,21,3
0,0,2,5,2,0,3,135,6,3,0,0,0,0,0,0,0,8.0,0,2,0,1,2018,12,22,5,2019,3,21,3
0,0,2,5,2,0,3,169,6,3,0,0,0,0,0,0,0,8.0,0,2,0,1,2018,12,22,5,2019,3,21,3
0,0,2,5,2,0,3,135,6,3,0,0,0,0,0,0,0,8.0,0,2,0,1,2018,12,22,5,2019,3,21,3
0,0,0,1,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,7,4,2019,3,22,4
0,1,0,1,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,15,4,2019,3,22,4
0,1,0,2,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,16,5,2019,3,22,4
0,1,0,2,2,0,2,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,5,1,2019,3,22,4
0,1,0,2,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,16,5,2019,3,22,4
0,1,0,3,2,0,2,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,23,5,2019,3,22,4
0,1,0,3,2,0,3,63,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,26,5,2019,3,22,4
0,1,0,3,2,0,2,76,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,7,3,2019,3,22,4
0,1,0,3,2,0,2,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,23,5,2019,3,22,4
0,1,0,5,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,17,6,2019,3,22,4
0,0,0,5,2,0,2,46,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,4,4,2019,3,22,4
0,1,0,4,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,2,2019,1,4,4,2019,3,22,4
0,1,0,1,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,20,2,2019,3,23,5
0,1,0,1,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,16,5,2019,3,23,5
0,1,0,1,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,20,2,2019,3,23,5
0,1,0,1,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,18,0,2019,3,23,5
0,1,0,2,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,2,5,2019,3,23,5
0,1,0,1,2,0,3,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,18,0,2019,3,23,5
0,1,0,2,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,2,2,5,2019,3,23,5
0,0,0,3,2,0,2,43,6,3,0,0,0,0,0,0,0,10.0,0,2,0,0,2018,12,18,1,2019,3,23,5
0,0,0,3,2,0,2,43,6,3,0,0,0,0,0,0,0,10.0,0,2,0,0,2018,12,18,1,2019,3,23,5
0,1,0,3,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,10,0,2019,3,23,5
0,1,0,4,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,27,3,2019,3,23,5
0,0,0,4,2,0,3,135,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2018,12,16,6,2019,3,23,5
0,0,0,4,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2018,12,25,1,2019,3,23,5
0,1,0,4,2,0,2,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,2,11,0,2019,3,23,5
0,1,0,4,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,11,0,2019,3,23,5
0,1,0,4,2,0,3,43,6,3,0,0,0,0,0,0,0,8.0,0,2,0,0,2019,1,5,5,2019,3,23,5
0,0,2,5,2,0,3,29,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,1,1,2019,3,23,5
0,1,0,1,2,0,2,35,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,25,4,2019,3,24,6
0,1,0,1,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,6,2,2019,3,24,6
0,1,0,1,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,14,3,2019,3,24,6
0,1,0,2,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,20,2,2019,3,24,6
0,1,0,3,2,0,3,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,1,7,0,2019,3,24,6
0,1,0,3,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,17,6,2019,3,24,6
0,1,0,3,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,19,1,2019,3,24,6
0,1,0,3,2,0,3,135,6,3,0,0,0,0,0,0,0,8.0,0,2,0,0,2019,3,21,3,2019,3,24,6
0,1,0,3,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,27,3,2019,3,24,6
0,0,1,3,2,0,3,43,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2019,1,5,5,2019,3,24,6
0,1,1,3,2,0,2,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,18,0,2019,3,24,6
0,1,1,3,2,0,2,135,6,3,0,0,0,0,0,0,0,7.0,0,2,0,0,2018,12,27,3,2019,3,24,6
0,0,1,3,2,0,3,43,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2018,12,27,3,2019,3,24,6
0,1,1,3,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,4,4,2019,3,24,6
0,1,1,3,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,18,0,2019,3,24,6
0,1,1,3,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,4,4,2019,3,24,6
0,0,1,3,2,0,3,43,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2018,12,17,0,2019,3,24,6
0,1,1,3,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,4,4,2019,3,24,6
0,0,1,3,2,0,3,43,6,3,0,0,0,0,0,0,0,7.0,0,2,0,1,2018,12,17,0,2019,3,24,6
0,1,1,2,2,0,3,135,5,3,0,0,0,0,0,0,0,85.0,0,2,0,0,2019,1,8,1,2019,3,25,0
0,1,1,2,2,0,2,123,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,28,4,2019,3,25,0
0,1,1,2,2,0,3,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,15,5,2019,3,25,0
0,1,1,2,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,10,2,1,2019,3,25,0
0,1,1,2,2,0,3,135,6,3,0,0,0,0,0,0,0,8.0,0,2,0,1,2018,11,9,4,2019,3,25,0
0,0,1,2,2,0,3,43,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,26,2,2019,3,25,0
0,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,118.0,0,2,0,1,2019,1,4,4,2019,3,25,0
0,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,118.0,0,2,0,0,2018,11,29,3,2019,3,25,0
0,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,118.0,0,2,0,0,2018,11,29,3,2019,3,25,0
0,1,2,2,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,3,3,2019,3,25,0
0,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,118.0,0,2,0,0,2019,1,4,4,2019,3,25,0
0,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,3.0,0,2,0,0,2019,2,18,0,2019,3,25,0
0,1,1,1,2,0,2,76,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,2,23,5,2019,3,26,1
0,0,2,1,2,0,3,56,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,12,16,6,2019,3,26,1
0,1,2,1,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,17,6,2019,3,26,1
0,1,2,1,2,0,3,135,5,3,0,0,0,0,0,0,0,83.0,0,2,0,1,2019,1,18,4,2019,3,26,1
0,1,2,1,2,0,3,81,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,18,0,2019,3,26,1
0,1,2,2,2,0,3,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,3,3,6,2019,3,26,1
0,1,2,1,2,0,3,59,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,1,2,2,2019,3,27,2
